genus,Substrate,name,seq.name,exp_ID,totalFunctionalAbun,relative_abun,cum_prop,stage,retting_type,rettingPeriod,treatment
Pantoea,Hemicellulose-Xyoglucan,Otu0005,ERR2179953,PRJEB20299,23395350,0.15885167186411897,0.6642888096135884,early,dew,R2,early harvest
Sphingomonas,Hemicellulose-Xyoglucan,Otu0001,ERR2179953,PRJEB20299,21894480,0.14866094128087484,0.8129497508944632,early,dew,R2,early harvest
Massilia,Hemicellulose-Xyoglucan,Otu0004,ERR2179953,PRJEB20299,6441792,0.04373900920485937,0.8566887600993226,early,dew,R2,early harvest
Pseudomonas,Hemicellulose-Xyoglucan,Otu0017,ERR2179953,PRJEB20299,3124299,0.021213622346038637,0.8779023824453612,early,dew,R2,early harvest
Oxalobacteraceae unclassified,Hemicellulose-Xyoglucan,Otu0004,ERR2179953,PRJEB20299,2818284,0.019135816527125975,0.8970381989724873,early,dew,R2,early harvest
Sphingomonas,Pectin,Otu0001,ERR2179953,PRJEB20299,57473010,0.26366231285576475,0.26366231285576475,early,dew,R2,early harvest
Pseudomonas,Pectin,Otu0002,ERR2179953,PRJEB20299,37701660,0.17295956613550728,0.43662187899127203,early,dew,R2,early harvest
Erwiniaceae unclassified,Pectin,Otu0005,ERR2179953,PRJEB20299,25135500,0.11531124026366592,0.5519331192549379,early,dew,R2,early harvest
Enterobacterales unclassified,Pectin,Otu0005,ERR2179953,PRJEB20299,18851625,0.08648343019774944,0.6384165494526874,early,dew,R2,early harvest
Massilia,Pectin,Otu0004,ERR2179953,PRJEB20299,16104480,0.07388066927657705,0.7122972187292644,early,dew,R2,early harvest
Pantoea,Pectin,Otu0005,ERR2179953,PRJEB20299,13824525,0.06342118214501626,0.7757184008742807,early,dew,R2,early harvest
Pseudomonas,Pectin,Otu0017,ERR2179953,PRJEB20299,11455763,0.052554285361206834,0.8282726862354876,early,dew,R2,early harvest
Oxalobacteraceae unclassified,Pectin,Otu0004,ERR2179953,PRJEB20299,7045710,0.03232279280850246,0.86059547904399,early,dew,R2,early harvest
Sphingomonas,Pectin,Otu0007,ERR2179953,PRJEB20299,3182400,0.014599530186990131,0.8751950092309801,early,dew,R2,early harvest
Pedobacter,Pectin,Otu0009,ERR2179953,PRJEB20299,2958228,0.013571122104700678,0.8887661313356808,early,dew,R2,early harvest
Sphingomonas,Cellulose,Otu0001,ERR2179954,PRJEB20299,23080431,0.24350494572430398,0.24350494572430398,middle,dew,R3,early harvest
Massilia,Cellulose,Otu0004,ERR2179954,PRJEB20299,18788560,0.198224516822837,0.44172946254714096,middle,dew,R3,early harvest
Pseudomonas,Cellulose,Otu0002,ERR2179954,PRJEB20299,11866752,0.1251975234640885,0.5669269860112295,middle,dew,R3,early harvest
Oxalobacteraceae unclassified,Cellulose,Otu0004,ERR2179954,PRJEB20299,8924566,0.09415664549084758,0.661083631502077,middle,dew,R3,early harvest
Pedobacter,Cellulose,Otu0009,ERR2179954,PRJEB20299,4069520,0.04293456420826671,0.7040181957103437,middle,dew,R3,early harvest
Pedobacter,Cellulose,Otu0011,ERR2179954,PRJEB20299,3925075,0.04141062941323853,0.7454288251235823,middle,dew,R3,early harvest
Erwiniaceae unclassified,Cellulose,Otu0005,ERR2179954,PRJEB20299,3222500,0.033998268385740694,0.779427093509323,middle,dew,R3,early harvest
Enterobacterales unclassified,Cellulose,Otu0005,ERR2179954,PRJEB20299,2578000,0.02719861470859256,0.8066257082179156,middle,dew,R3,early harvest
Pseudomonas,Cellulose,Otu0017,ERR2179954,PRJEB20299,2022200,0.02133477062207753,0.8279604788399931,middle,dew,R3,early harvest
Flavobacterium,Cellulose,Otu0010,ERR2179954,PRJEB20299,2015910,0.02126840937827728,0.8492288882182704,middle,dew,R3,early harvest
Sphingomonadaceae unclassified,Cellulose,Otu0001,ERR2179954,PRJEB20299,2006994,0.021174343106461217,0.8704032313247316,middle,dew,R3,early harvest
Rhizobiaceae unclassified,Cellulose,Otu0003,ERR2179954,PRJEB20299,1456928,0.015370994309604476,0.885774225634336,middle,dew,R3,early harvest
Stenotrophomonas,Cellulose,Otu0018,ERR2179954,PRJEB20299,1059168,0.011174516037110381,0.8969487416714464,middle,dew,R3,early harvest
Pseudomonas,Hemicellulose-Galactomannan,Otu0002,ERR2179954,PRJEB20299,5933376,0.2587609529360222,0.2587609529360222,middle,dew,R3,early harvest
Massilia,Hemicellulose-Galactomannan,Otu0004,ERR2179954,PRJEB20299,2684080,0.11705563553641611,0.3758165884724383,middle,dew,R3,early harvest
Sphingomonas,Hemicellulose-Galactomannan,Otu0001,ERR2179954,PRJEB20299,2098221,0.09150569008779715,0.46732227856023545,middle,dew,R3,early harvest
Pedobacter,Hemicellulose-Galactomannan,Otu0009,ERR2179954,PRJEB20299,2034760,0.08873808715242394,0.5560603657126594,middle,dew,R3,early harvest
Pedobacter,Hemicellulose-Galactomannan,Otu0011,ERR2179954,PRJEB20299,1427300,0.062246098700905604,0.618306464413565,middle,dew,R3,early harvest
Erwiniaceae unclassified,Hemicellulose-Galactomannan,Otu0005,ERR2179954,PRJEB20299,1289000,0.056214685928303317,0.6745211503418683,middle,dew,R3,early harvest
Oxalobacteraceae unclassified,Hemicellulose-Galactomannan,Otu0004,ERR2179954,PRJEB20299,1274938,0.055601426879797654,0.730122577221666,middle,dew,R3,early harvest
Enterobacterales unclassified,Hemicellulose-Galactomannan,Otu0005,ERR2179954,PRJEB20299,1031200,0.044971748742642655,0.7750943259643086,middle,dew,R3,early harvest
Flavobacterium,Hemicellulose-Galactomannan,Otu0010,ERR2179954,PRJEB20299,806364,0.03516640729549292,0.8102607332598015,middle,dew,R3,early harvest
Rhizobiaceae unclassified,Hemicellulose-Galactomannan,Otu0003,ERR2179954,PRJEB20299,728464,0.031769103933340224,0.8420298371931417,middle,dew,R3,early harvest
Enterobacterales unclassified,Hemicellulose-Galactomannan,Otu0022,ERR2179954,PRJEB20299,572850,0.024982608870464357,0.8670124460636062,middle,dew,R3,early harvest
Pantoea,Hemicellulose-Galactomannan,Otu0005,ERR2179954,PRJEB20299,386700,0.016864405778490996,0.8838768518420971,middle,dew,R3,early harvest
Sphingomonas,Hemicellulose-Xylan,Otu0001,ERR2179954,PRJEB20299,35669757,0.2779056680188278,0.2779056680188278,middle,dew,R3,early harvest
Massilia,Hemicellulose-Xylan,Otu0004,ERR2179954,PRJEB20299,21472640,0.16729489812133577,0.44520056614016357,middle,dew,R3,early harvest
Pseudomonas,Hemicellulose-Xylan,Otu0002,ERR2179954,PRJEB20299,11866752,0.09245472689297439,0.537655293033138,middle,dew,R3,early harvest
Oxalobacteraceae unclassified,Hemicellulose-Xylan,Otu0004,ERR2179954,PRJEB20299,10199504,0.0794650766076345,0.6171203696407724,middle,dew,R3,early harvest
Pedobacter,Hemicellulose-Xylan,Otu0009,ERR2179954,PRJEB20299,6104280,0.04755888892581944,0.6646792585665919,middle,dew,R3,early harvest
Erwiniaceae unclassified,Hemicellulose-Xylan,Otu0005,ERR2179954,PRJEB20299,5800500,0.04519211687770149,0.7098713754442935,middle,dew,R3,early harvest
Enterobacterales unclassified,Hemicellulose-Xylan,Otu0005,ERR2179954,PRJEB20299,4640400,0.036153693502161195,0.7460250689464546,middle,dew,R3,early harvest
Pedobacter,Hemicellulose-Xylan,Otu0011,ERR2179954,PRJEB20299,4638725,0.03614064345548071,0.7821657124019353,middle,dew,R3,early harvest
Pseudomonas,Hemicellulose-Xylan,Otu0017,ERR2179954,PRJEB20299,3639960,0.028359192785132027,0.8105249051870673,middle,dew,R3,early harvest
Sphingomonadaceae unclassified,Hemicellulose-Xylan,Otu0001,ERR2179954,PRJEB20299,3101718,0.02416571026250677,0.8346906154495741,middle,dew,R3,early harvest
Flavobacterium,Hemicellulose-Xylan,Otu0010,ERR2179954,PRJEB20299,2822274,0.02198854175827913,0.8566791572078533,middle,dew,R3,early harvest
Rhizobiaceae unclassified,Hemicellulose-Xylan,Otu0003,ERR2179954,PRJEB20299,2185392,0.01702654782994463,0.8737057050377979,middle,dew,R3,early harvest
Stenotrophomonas,Hemicellulose-Xylan,Otu0018,ERR2179954,PRJEB20299,1941808,0.015128767190769034,0.8888344722285669,middle,dew,R3,early harvest
Sphingomonas,Hemicellulose-Xyoglucan,Otu0001,ERR2179954,PRJEB20299,16785768,0.17884368700049227,0.1788436870004923,middle,dew,R3,early harvest
Erwiniaceae unclassified,Hemicellulose-Xyoglucan,Otu0005,ERR2179954,PRJEB20299,14179000,0.15106992054101903,0.32991360754151133,middle,dew,R3,early harvest
Enterobacterales unclassified,Hemicellulose-Xyoglucan,Otu0005,ERR2179954,PRJEB20299,11343200,0.12085593643281524,0.4507695439743266,middle,dew,R3,early harvest
Massilia,Hemicellulose-Xyoglucan,Otu0004,ERR2179954,PRJEB20299,10736320,0.11438994352937115,0.5651594875036978,middle,dew,R3,early harvest
Flavobacterium,Hemicellulose-Xyoglucan,Otu0010,ERR2179954,PRJEB20299,6047730,0.06443543906858996,0.6295949265722878,middle,dew,R3,early harvest
Pedobacter,Hemicellulose-Xyoglucan,Otu0011,ERR2179954,PRJEB20299,5352375,0.057026790743757445,0.6866217173160452,middle,dew,R3,early harvest
Oxalobacteraceae unclassified,Hemicellulose-Xyoglucan,Otu0004,ERR2179954,PRJEB20299,5099752,0.0543352231764513,0.7409569404924965,middle,dew,R3,early harvest
Pantoea,Hemicellulose-Xyoglucan,Otu0005,ERR2179954,PRJEB20299,4253700,0.04532097616230571,0.7862779166548022,middle,dew,R3,early harvest
Pedobacter,Hemicellulose-Xyoglucan,Otu0009,ERR2179954,PRJEB20299,4069520,0.043358633404336544,0.8296365500591388,middle,dew,R3,early harvest
Enterobacter,Hemicellulose-Xyoglucan,Otu0005,ERR2179954,PRJEB20299,2126850,0.022660488081152855,0.8522970381402917,middle,dew,R3,early harvest
Enterobacterales unclassified,Hemicellulose-Xyoglucan,Otu0022,ERR2179954,PRJEB20299,1718550,0.018310262497056792,0.8706073006373485,middle,dew,R3,early harvest
Sphingomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0001,ERR2179954,PRJEB20299,1459632,0.015551624956564546,0.886158925593913,middle,dew,R3,early harvest
Pseudomonas,Hemicellulose-Xyoglucan,Otu0017,ERR2179954,PRJEB20299,1213320,0.012927297834179365,0.8990862234280923,middle,dew,R3,early harvest
Sphingomonas,Pectin,Otu0001,ERR2179954,PRJEB20299,44062641,0.27061936690397415,0.27061936690397415,middle,dew,R3,early harvest
Massilia,Pectin,Otu0004,ERR2179954,PRJEB20299,26840800,0.1648480467431852,0.43546741364715935,middle,dew,R3,early harvest
Oxalobacteraceae unclassified,Pectin,Otu0004,ERR2179954,PRJEB20299,12749380,0.07830282220301298,0.5137702358501723,middle,dew,R3,early harvest
Pseudomonas,Pectin,Otu0002,ERR2179954,PRJEB20299,11866752,0.07288198892677515,0.5866522247769475,middle,dew,R3,early harvest
Pedobacter,Pectin,Otu0009,ERR2179954,PRJEB20299,8545992,0.05248688894082467,0.6391391137177721,middle,dew,R3,early harvest
Erwiniaceae unclassified,Pectin,Otu0005,ERR2179954,PRJEB20299,8378500,0.05145820391485266,0.6905973176326248,middle,dew,R3,early harvest
Enterobacterales unclassified,Pectin,Otu0005,ERR2179954,PRJEB20299,6702800,0.041166563131882127,0.7317638807645069,middle,dew,R3,early harvest
Pedobacter,Pectin,Otu0011,ERR2179954,PRJEB20299,6422850,0.039447195203737115,0.771211075968244,middle,dew,R3,early harvest
Pseudomonas,Pectin,Otu0017,ERR2179954,PRJEB20299,4448840,0.027323424945342616,0.7985345009135867,middle,dew,R3,early harvest
Rhizobiaceae unclassified,Pectin,Otu0003,ERR2179954,PRJEB20299,4006552,0.024607026294857164,0.8231415272084438,middle,dew,R3,early harvest
Sphingomonadaceae unclassified,Pectin,Otu0001,ERR2179954,PRJEB20299,3831534,0.023532118861215142,0.846673646069659,middle,dew,R3,early harvest
Flavobacterium,Pectin,Otu0010,ERR2179954,PRJEB20299,3628638,0.02228599321324618,0.8689596392829052,middle,dew,R3,early harvest
Sphingomonas,Pectin,Otu0007,ERR2179954,PRJEB20299,2545920,0.015636267889347938,0.8845959071722531,middle,dew,R3,early harvest
Massilia,Cellulose,Otu0004,ERR2179955,PRJEB20299,15970276,0.202593894940186,0.202593894940186,middle,dew,R4,early harvest
Sphingomonas,Cellulose,Otu0001,ERR2179955,PRJEB20299,15052455,0.19095070660406105,0.3935446015442471,middle,dew,R4,early harvest
Pedobacter,Cellulose,Otu0011,ERR2179955,PRJEB20299,7536144,0.09560115089996649,0.48914575244421354,middle,dew,R4,early harvest
Oxalobacteraceae unclassified,Cellulose,Otu0004,ERR2179955,PRJEB20299,7280567,0.0923589815168495,0.5815047339610631,middle,dew,R4,early harvest
Pedobacter,Cellulose,Otu0009,ERR2179955,PRJEB20299,5165160,0.06552359410627914,0.6470283280673422,middle,dew,R4,early harvest
Pseudomonas,Cellulose,Otu0002,ERR2179955,PRJEB20299,5068092,0.0642922200089214,0.7113205480762635,middle,dew,R4,early harvest
Rhizobiaceae unclassified,Cellulose,Otu0003,ERR2179955,PRJEB20299,2185392,0.027723195093880843,0.7390437431701444,middle,dew,R4,early harvest
Flavobacterium,Cellulose,Otu0010,ERR2179955,PRJEB20299,2093445,0.026556784390768057,0.7656005275609125,middle,dew,R4,early harvest
Stenotrophomonas,Cellulose,Otu0018,ERR2179955,PRJEB20299,1877616,0.023818845625586702,0.7894193731864992,middle,dew,R4,early harvest
Enterobacterales unclassified,Cellulose,Otu0005,ERR2179955,PRJEB20299,1772375,0.02248379142255351,0.8119031646090527,middle,dew,R4,early harvest
Pedobacter,Cellulose,Otu0008,ERR2179955,PRJEB20299,1661352,0.02107538858731483,0.8329785531963675,middle,dew,R4,early harvest
Erwiniaceae unclassified,Cellulose,Otu0005,ERR2179955,PRJEB20299,1611250,0.020439810384139556,0.853418363580507,middle,dew,R4,early harvest
Pantoea,Cellulose,Otu0005,ERR2179955,PRJEB20299,1289000,0.016351848307311644,0.8697702118878188,middle,dew,R4,early harvest
Pseudomonas,Cellulose,Otu0017,ERR2179955,PRJEB20299,1213320,0.015391795646413782,0.8851620075342325,middle,dew,R4,early harvest
Janthinobacterium,Cellulose,Otu0004,ERR2179955,PRJEB20299,939428,0.011917287937658,0.8970792954718905,middle,dew,R4,early harvest
Pedobacter,Hemicellulose-Galactomannan,Otu0011,ERR2179955,PRJEB20299,2740416,0.14065382024103065,0.14065382024103065,middle,dew,R4,early harvest
Pedobacter,Hemicellulose-Galactomannan,Otu0009,ERR2179955,PRJEB20299,2582580,0.13255277413286193,0.2732065943738926,middle,dew,R4,early harvest
Pseudomonas,Hemicellulose-Galactomannan,Otu0002,ERR2179955,PRJEB20299,2534046,0.1300617317102596,0.4032683260841522,middle,dew,R4,early harvest
Massilia,Hemicellulose-Galactomannan,Otu0004,ERR2179955,PRJEB20299,2281468,0.11709798437816145,0.5203663104623136,middle,dew,R4,early harvest
Sphingomonas,Hemicellulose-Galactomannan,Otu0001,ERR2179955,PRJEB20299,1368405,0.07023436985002553,0.5906006803123391,middle,dew,R4,early harvest
Rhizobiaceae unclassified,Hemicellulose-Galactomannan,Otu0003,ERR2179955,PRJEB20299,1092696,0.056083407322863835,0.646684087635203,middle,dew,R4,early harvest
Oxalobacteraceae unclassified,Hemicellulose-Galactomannan,Otu0004,ERR2179955,PRJEB20299,1040081,0.05338290464298537,0.7000669922781884,middle,dew,R4,early harvest
Flavobacterium,Hemicellulose-Galactomannan,Otu0010,ERR2179955,PRJEB20299,837378,0.04297902752202357,0.7430460198002119,middle,dew,R4,early harvest
Enterobacterales unclassified,Hemicellulose-Galactomannan,Otu0005,ERR2179955,PRJEB20299,708950,0.036387368144062314,0.7794333879442742,middle,dew,R4,early harvest
Erwiniaceae unclassified,Hemicellulose-Galactomannan,Otu0005,ERR2179955,PRJEB20299,644500,0.0330794255855112,0.8125128135297854,middle,dew,R4,early harvest
Pantoea,Hemicellulose-Galactomannan,Otu0005,ERR2179955,PRJEB20299,515600,0.026463540468408958,0.8389763539981944,middle,dew,R4,early harvest
Agrobacterium,Hemicellulose-Galactomannan,Otu0003,ERR2179955,PRJEB20299,455290,0.023368086384526598,0.862344440382721,middle,dew,R4,early harvest
Flavobacterium,Hemicellulose-Galactomannan,Otu0012,ERR2179955,PRJEB20299,449196,0.023055307455871664,0.8853997478385927,middle,dew,R4,early harvest
Sphingomonas,Hemicellulose-Xylan,Otu0001,ERR2179955,PRJEB20299,23262885,0.21277111067115656,0.21277111067115656,middle,dew,R4,early harvest
Massilia,Hemicellulose-Xylan,Otu0004,ERR2179955,PRJEB20299,18251744,0.16693732710132977,0.3797084377724863,middle,dew,R4,early harvest
Pedobacter,Hemicellulose-Xylan,Otu0011,ERR2179955,PRJEB20299,8906352,0.08146085092490793,0.46116928869739426,middle,dew,R4,early harvest
Oxalobacteraceae unclassified,Hemicellulose-Xylan,Otu0004,ERR2179955,PRJEB20299,8320648,0.07610378147266504,0.5372730701700593,middle,dew,R4,early harvest
Pedobacter,Hemicellulose-Xylan,Otu0009,ERR2179955,PRJEB20299,7747740,0.07086374905740825,0.6081368192274675,middle,dew,R4,early harvest
Pseudomonas,Hemicellulose-Xylan,Otu0002,ERR2179955,PRJEB20299,5068092,0.04635467887253035,0.6544914980999978,middle,dew,R4,early harvest
Pedobacter,Hemicellulose-Xylan,Otu0008,ERR2179955,PRJEB20299,4984056,0.04558605395535601,0.7000775520553539,middle,dew,R4,early harvest
Stenotrophomonas,Hemicellulose-Xylan,Otu0018,ERR2179955,PRJEB20299,3442296,0.03148453612606001,0.7315620881814139,middle,dew,R4,early harvest
Rhizobiaceae unclassified,Hemicellulose-Xylan,Otu0003,ERR2179955,PRJEB20299,3278088,0.029982627891501433,0.7615447160729154,middle,dew,R4,early harvest
Enterobacterales unclassified,Hemicellulose-Xylan,Otu0005,ERR2179955,PRJEB20299,3190275,0.02917945710931486,0.7907241731822302,middle,dew,R4,early harvest
Flavobacterium,Hemicellulose-Xylan,Otu0010,ERR2179955,PRJEB20299,2930823,0.0268064113668864,0.8175305845491166,middle,dew,R4,early harvest
Erwiniaceae unclassified,Hemicellulose-Xylan,Otu0005,ERR2179955,PRJEB20299,2900250,0.02652677919028624,0.8440573637394029,middle,dew,R4,early harvest
Pantoea,Hemicellulose-Xylan,Otu0005,ERR2179955,PRJEB20299,2320200,0.02122142335222899,0.8652787870916319,middle,dew,R4,early harvest
Pseudomonas,Hemicellulose-Xylan,Otu0017,ERR2179955,PRJEB20299,2183976,0.019975467324845987,0.8852542544164779,middle,dew,R4,early harvest
Agrobacterium,Hemicellulose-Xylan,Otu0003,ERR2179955,PRJEB20299,1365870,0.012492761621458931,0.8977470160379367,middle,dew,R4,early harvest
Sphingomonas,Hemicellulose-Xyoglucan,Otu0001,ERR2179955,PRJEB20299,10947240,0.1338932764953983,0.1338932764953983,middle,dew,R4,early harvest
Pedobacter,Hemicellulose-Xyoglucan,Otu0011,ERR2179955,PRJEB20299,10276560,0.12569033742765762,0.25958361392305596,middle,dew,R4,early harvest
Massilia,Hemicellulose-Xyoglucan,Otu0004,ERR2179955,PRJEB20299,9125872,0.11161652644480377,0.3712001403678597,middle,dew,R4,early harvest
Enterobacterales unclassified,Hemicellulose-Xyoglucan,Otu0005,ERR2179955,PRJEB20299,7798450,0.09538112091134743,0.4665812612792071,middle,dew,R4,early harvest
Erwiniaceae unclassified,Hemicellulose-Xyoglucan,Otu0005,ERR2179955,PRJEB20299,7089500,0.08671010991940675,0.5532913711986138,middle,dew,R4,early harvest
Flavobacterium,Hemicellulose-Xyoglucan,Otu0010,ERR2179955,PRJEB20299,6280335,0.076813391378898,0.6301047625775119,middle,dew,R4,early harvest
Pantoea,Hemicellulose-Xyoglucan,Otu0005,ERR2179955,PRJEB20299,5671600,0.0693680879355254,0.6994728505130373,middle,dew,R4,early harvest
Pedobacter,Hemicellulose-Xyoglucan,Otu0009,ERR2179955,PRJEB20299,5165160,0.063173932061686,0.7626467825747233,middle,dew,R4,early harvest
Oxalobacteraceae unclassified,Hemicellulose-Xyoglucan,Otu0004,ERR2179955,PRJEB20299,4160324,0.050884004702778186,0.8135307872775015,middle,dew,R4,early harvest
Pedobacter,Hemicellulose-Xyoglucan,Otu0008,ERR2179955,PRJEB20299,2907366,0.03555935191987389,0.8490901391973754,middle,dew,R4,early harvest
Stenotrophomonas,Hemicellulose-Xyoglucan,Otu0018,ERR2179955,PRJEB20299,1877616,0.022964706925232642,0.872054846122608,middle,dew,R4,early harvest
Rhizobiaceae unclassified,Hemicellulose-Xyoglucan,Otu0003,ERR2179955,PRJEB20299,1639044,0.02004678544364823,0.8921016315662562,middle,dew,R4,early harvest
Sphingomonas,Pectin,Otu0001,ERR2179955,PRJEB20299,28736505,0.200693499060654,0.200693499060654,middle,dew,R4,early harvest
Massilia,Pectin,Otu0004,ERR2179955,PRJEB20299,22814680,0.15933593730862963,0.36002943636928364,middle,dew,R4,early harvest
Pedobacter,Pectin,Otu0011,ERR2179955,PRJEB20299,12331872,0.0861248276938377,0.4461542640631213,middle,dew,R4,early harvest
Pedobacter,Pectin,Otu0009,ERR2179955,PRJEB20299,10846836,0.07575345264071146,0.5219077167038328,middle,dew,R4,early harvest
Oxalobacteraceae unclassified,Pectin,Otu0004,ERR2179955,PRJEB20299,10400810,0.07263844200834586,0.5945461587121786,middle,dew,R4,early harvest
Pedobacter,Pectin,Otu0008,ERR2179955,PRJEB20299,6645408,0.046411008722378126,0.6409571674345568,middle,dew,R4,early harvest
